StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,age,gender,Latino,race,income,education,pid1,piddem,pidrep,pidlean,ideology,negparty_dem,negparty_rep,GID1,GID2,GID3,White1,White2,White3,White4,White5,PSIR1,PSIR2,PSIR3,PSIR4,PSID1,PSID2,PSID3,PSID4,PSII1,PSII2,PSII3,PSII4,RR1,RR2,RR3,RR4,sex1,sex2,sex3,sex4,SDO1,SDO2,SDO3,SDO4,SDO5,SDO6,SDO7,SDO8,SJ1,SJ2,SJ3,SJ4,SJ5,SJ6,SJ7,SJ8,uncivil_1,PANAS_1_1,PANAS_1_2,PANAS_1_3,PANAS_1_4,PANAS_1_5,PANAS_1_6,news_1,uncivil_2,PANAS_2_1,PANAS_2_2,PANAS_2_3,PANAS_2_4,PANAS_2_5,PANAS_2_6,news_2,uncivil_3,PANAS_3_1,PANAS_3_2,PANAS_3_3,PANAS_3_4,PANAS_3_5,PANAS_3_6,news_3,uncivil_4,PANAS_4_1,PANAS_4_2,PANAS_4_3,PANAS_4_4,PANAS_4_5,PANAS_4_6,news_4,uncivil_5,PANAS_5_1,PANAS_5_2,PANAS_5_3,PANAS_5_4,PANAS_5_5,PANAS_5_6,news_5,uncivil_6,PANAS_6_1,PANAS_6_2,PANAS_6_3,PANAS_6_4,PANAS_6_5,PANAS_6_6,news_6,RESPONDENT_ID,GID,SParty_1,TParty_1,SGender_1,SRace_1,TGender_1,TRace_1,SF_1,SL_1,TF_1,TL_1,SJob_1,TJob_1,Incivility_1,Police_1,SParty_2,TParty_2,SGender_2,SRace_2,TGender_2,TRace_2,SF_2,SL_2,TF_2,TL_2,SJob_2,TJob_2,Incivility_2,Police_2,SParty_3,TParty_3,SGender_3,SRace_3,TGender_3,TRace_3,SF_3,SL_3,TF_3,TL_3,SJob_3,TJob_3,Incivility_3,Police_3,SParty_4,TParty_4,SGender_4,SRace_4,TGender_4,TRace_4,SF_4,SL_4,TF_4,TL_4,SJob_4,TJob_4,Incivility_4,Police_4,SParty_5,TParty_5,SGender_5,SRace_5,TGender_5,TRace_5,SF_5,SL_5,TF_5,TL_5,SJob_5,TJob_5,Incivility_5,Police_5,SParty_6,TParty_6,SGender_6,SRace_6,TGender_6,TRace_6,SF_6,SL_6,TF_6,TL_6,SJob_6,TJob_6,Incivility_6,Police_6
10/1/2019 12:57,10/1/2019 12:57,2,NA,100,2,1,10/1/2019 12:57,R_8ppXNDXQSje2max,NA,NA,NA,NA,42.05979919,-87.68419647,test,NA,1,Purus vel! Praesent convallis dignissim neque. Dui sollicitudin tincidunt tempus.,3,1,1234567,3,4,1,1,NA,NA,7,49,58,NA,NA,NA,5,3,1,1,5,NA,NA,NA,NA,2,2,1,4,NA,NA,NA,NA,3,1,3,4,2,1,1,1,2,1,3,1,4,1,1,5,2,5,3,2,1,5,4,4,1,1,1,1,5,5,1,5,3,6,5,4,2,1,4,1,1,4,4,5,2,2,1,4,4,4,5,6,1,5,2,5,1,1,1,2,6,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,Democratic,Republican,Male,White,Male,Black,Logan,Nielsen,Terrell,Jackson,Representative,Representative,going to be 'dealt with',Details From Recent Townhall Meeting,Republican,Democratic,Female,White,Female,White,Susan,Walsh,Laurie,Hartman,Representative,Representative,going to be 'dealt with',Details From Recent Townhall Meeting,Republican,Democratic,Female,Black,Male,Black,Aisha,Mosley,DeShawn,Mosley,Representative,Representative,an 'idiot',Recent Townhall Meeting Turns Uncivil,Democratic,Republican,Male,Black,Female,Black,Keyshawn,Jackson,Shanice,Banks,software engineer,Representative,a 'lunatic',Details From Recent Townhall Meeting,Democratic,Republican,Female,White,Male,White,Kristen,Meyer,Todd,Hartman,Representative,Representative,a 'prick',Recent Townhall Meeting Turns Uncivil,Republican,Republican,Female,Black,Female,Black,Tanisha,Mosley,Latoya,Banks,Representative,Representative,a 'moron',Details From Recent Townhall Meeting
10/1/2019 12:57,10/1/2019 12:57,2,NA,100,1,1,10/1/2019 12:57,R_72lac83NPBkqxlH,NA,NA,NA,NA,42.05979919,-87.68419647,test,NA,2,Augue est dui? Elit justo gravida sit ante eleifend. Pellentesque.,1,2,37,1,1,2,NA,2,NA,7,65,9,4,1,4,4,2,3,2,2,4,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,1,3,3,3,5,5,4,1,3,2,2,2,2,5,3,4,4,3,4,3,1,3,1,5,1,1,1,4,3,1,2,4,6,4,6,6,4,1,6,1,4,5,6,5,2,4,5,6,5,2,6,2,2,1,4,2,1,4,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,2,man,Republican,Democratic,Male,Black,Male,Black,Tyrone,Jackson,Darnell,Mosley,bus driver,Representative,a 'N word',Details From Recent Townhall Meeting,Democratic,Republican,Male,White,Female,Black,Hunter,Decker,Tanisha,Jefferson,Representative,Representative,a 'lunatic',Recent Townhall Meeting Turns Uncivil,Republican,Democratic,Male,White,Female,Black,Hunter,Larsen,Lakisha,Banks,bus driver,Representative,a 'moron',Recent Townhall Meeting Turns Uncivil,Democratic,Republican,Male,Black,Female,Black,Denzel,Banks,Heaven,Washington,pharmacist,accountant,an 'asshole',Details From Recent Townhall Meeting,Democratic,Republican,Male,White,Female,White,Connor,Hartman,Megan,Nielsen,bus driver,Representative,a 'cunt',Recent Townhall Meeting Turns Uncivil,Democratic,Democratic,Female,Black,Female,Black,Ashanti,Jackson,Latoya,Washington,pharmacist,Representative,a 'moron',Recent Townhall Meeting Turns Uncivil
10/1/2019 12:57,10/1/2019 12:57,2,NA,100,2,1,10/1/2019 12:57,R_eWl0vKmNt11MwFT,NA,NA,NA,NA,42.05979919,-87.68419647,test,NA,2,Malesuada nulla. Iaculis orci tortor sodales. Et placerat gravida tellus. Dictumst.,2,1,34,2,1,2,NA,2,NA,1,82,16,2,3,1,2,5,5,4,3,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,3,1,4,1,5,1,4,3,4,3,4,1,4,4,1,4,5,1,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,1,2,4,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,5,2,4,4,2,1,1,2,1,2,1,4,4,2,2,woman,Republican,Republican,Male,Black,Female,White,Denzel,Jefferson,Megan,Walsh,professional chef,Representative,going to get punched,Details From Recent Townhall Meeting,Republican,Democratic,Male,Black,Female,White,DaQuan,Banks,Katelyn,Andersen,Representative,Representative,a 'cracker',Recent Townhall Meeting Turns Uncivil,Democratic,Democratic,Male,Black,Male,Black,Darnell,Banks,Rasheed,Banks,Representative,Representative,a 'lunatic',Details From Recent Townhall Meeting,Republican,Republican,Male,White,Female,Black,Ethan,Walsh,Ebony,Mosley,Representative,Representative,a 'cunt',Recent Townhall Meeting Turns Uncivil,Republican,Democratic,Male,White,Female,Black,Todd,Decker,Tamika,Booker,Representative,Representative,an 'asshole',Recent Townhall Meeting Turns Uncivil,Democratic,Republican,Female,Black,Male,White,Denisha,Banks,Connor,Hartman,accountant,teacher,a 'prick',Details From Recent Townhall Meeting
10/1/2019 12:57,10/1/2019 12:57,2,NA,100,1,1,10/1/2019 12:57,R_6D3u3CuLMYsdnSd,NA,NA,NA,NA,42.05979919,-87.68419647,test,NA,2,"Vestibulum. Purus enim accusamus! Velit mauris? Sodales aliquet enim per justo fermentum aenean, commodo praesent.",3,2,3567,3,2,3,NA,NA,1,5,21,30,NA,NA,NA,5,5,1,2,3,NA,NA,NA,NA,4,5,2,3,NA,NA,NA,NA,4,3,1,1,2,4,2,4,4,5,5,4,4,5,4,2,5,4,4,3,4,5,1,5,5,1,6,4,6,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,3,4,5,2,6,6,5,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,6,2,4,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Democratic,Republican,Male,White,Male,White,Brett,Andersen,Ryan,Hartman,teacher,Representative,a 'prick',Details From Recent Townhall Meeting,Democratic,Democratic,Male,White,Female,Black,Scott,Becker,Janae,Washington,pharmacist,Representative,a 'bastard',Recent Townhall Meeting Turns Uncivil,Republican,Democratic,Female,Black,Male,White,Denisha,Washington,Ethan,Walsh,teacher,teacher,an 'idiot',Details From Recent Townhall Meeting,Democratic,Democratic,Male,White,Female,White,Seth,Nielsen,Emily,McGrath,professional chef,plumber,going to get 'hurt by someone',Details From Recent Townhall Meeting,Republican,Democratic,Male,Black,Female,Black,Rasheed,Booker,Denisha,Banks,software engineer,Representative,a 'cunt',Details From Recent Townhall Meeting,Democratic,Democratic,Male,White,Female,White,Brett,Meyer,Hilary,Larsen,accountant,teacher,an 'idiot',Recent Townhall Meeting Turns Uncivil
10/1/2019 12:57,10/1/2019 12:57,2,NA,100,2,1,10/1/2019 12:57,R_cHJcTmqXDjeOHZP,NA,NA,NA,NA,42.05979919,-87.68419647,test,NA,2,Pretium blandit volutpat rutrum lorem convallis odio ullamcorper fusce culpa auctor. Leo.,2,2,1234567,5,2,2,NA,1,NA,2,41,71,1,1,1,4,3,2,2,4,1,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,5,5,1,4,5,4,2,1,2,4,2,5,2,5,2,3,1,3,2,5,1,5,5,4,6,2,2,2,1,2,2,2,4,1,2,1,1,4,2,4,5,2,6,5,2,1,6,5,4,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,5,1,4,1,6,6,4,5,1,woman,Republican,Democratic,Female,Black,Female,Black,Janae,Jackson,Aisha,Mosley,plumber,Representative,a 'bastard',Recent Townhall Meeting Turns Uncivil,Democratic,Republican,Male,White,Female,Black,Luke,Nielsen,Ebony,Mosley,software engineer,professional chef,going to get 'hurt by someone',Recent Townhall Meeting Turns Uncivil,Republican,Democratic,Female,Black,Male,Black,Heaven,Jackson,Darius,Jefferson,accountant,Representative,a 'lunatic',Details From Recent Townhall Meeting,Democratic,Republican,Male,Black,Female,Black,DaQuan,Booker,Latoya,Banks,Representative,Representative,a 'lunatic',Recent Townhall Meeting Turns Uncivil,Republican,Republican,Female,White,Female,White,Megan,Meyer,Margaret,Andersen,software engineer,Representative,a 'bastard',Recent Townhall Meeting Turns Uncivil,Democratic,Republican,Female,Black,Female,Black,Denisha,Banks,Lakisha,Banks,Representative,bus driver,a 'N word',Recent Townhall Meeting Turns Uncivil
10/1/2019 12:57,10/1/2019 12:57,2,NA,100,1,1,10/1/2019 12:57,R_5bszoqytHgxiiMJ,NA,NA,NA,NA,42.05979919,-87.68419647,test,NA,1,Fermentum eros fringilla! Per iaculis vestibulum per molestie? Vehicula sem eros mi tempus.,1,2,257,1,2,2,NA,1,NA,5,49,90,2,4,2,2,3,1,1,5,1,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,3,4,1,1,3,3,4,4,1,5,3,5,2,3,4,2,3,5,5,5,5,1,2,5,2,1,6,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,1,5,4,1,1,1,man,Democratic,Republican,Male,Black,Female,White,DeAndre,Jefferson,Emily,Andersen,architect,Representative,an 'idiot',Recent Townhall Meeting Turns Uncivil,Republican,Republican,Male,Black,Male,White,Tyrone,Jackson,Hunter,Andersen,Representative,Representative,a 'cracker',Details From Recent Townhall Meeting,Republican,Republican,Male,White,Female,White,Todd,Decker,Meredith,Andersen,judge,judge,a 'cunt',Recent Townhall Meeting Turns Uncivil,Democratic,Democratic,Female,White,Female,White,Emily,McGrath,Hilary,Walsh,Representative,bus driver,going to be 'dealt with',Recent Townhall Meeting Turns Uncivil,Democratic,Democratic,Female,Black,Female,White,Taniya,Banks,Claire,Andersen,Representative,Representative,a 'cracker',Details From Recent Townhall Meeting,Republican,Democratic,Male,Black,Male,Black,Latrell,Jefferson,DeShawn,Washington,Representative,Representative,a 'bitch',Recent Townhall Meeting Turns Uncivil
10/1/2019 12:57,10/1/2019 12:57,2,NA,100,1,1,10/1/2019 12:57,R_3r96Him5790usOp,NA,NA,NA,NA,42.05979919,-87.68419647,test,NA,1,"Risus proin nunc? Maecenas laoreet sodales, placerat risus pretium? Per. Etiam phasellus mattis.",2,2,1234567,3,6,1,1,NA,NA,5,89,82,1,2,4,1,5,3,5,2,NA,NA,NA,NA,4,5,1,5,NA,NA,NA,NA,3,1,2,2,2,4,5,1,1,3,2,3,2,2,2,2,1,2,1,4,4,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,1,4,6,5,5,4,6,1,1,1,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,woman,Democratic,Democratic,Female,White,Female,White,Molly,Hartman,Claire,Walsh,plumber,Representative,a 'cunt',Details From Recent Townhall Meeting,Democratic,Republican,Female,White,Male,White,Emily,Decker,Dustin,Walsh,Representative,Representative,a 'prick',Details From Recent Townhall Meeting,Democratic,Republican,Female,Black,Male,Black,Tanisha,Jackson,DeAndre,Jackson,Representative,accountant,an 'asshole',Recent Townhall Meeting Turns Uncivil,Democratic,Democratic,Female,Black,Female,Black,Ashanti,Jefferson,Latonya,Banks,Representative,nurse,a 'cunt',Details From Recent Townhall Meeting,Democratic,Democratic,Male,White,Female,White,Dustin,Andersen,Sarah,Larsen,plumber,Representative,a 'cunt',Details From Recent Townhall Meeting,Democratic,Democratic,Male,Black,Male,Black,DeShawn,Banks,Darnell,Jackson,Representative,nurse,a 'moron',Details From Recent Townhall Meeting
10/1/2019 12:57,10/1/2019 12:57,2,NA,100,2,1,10/1/2019 12:57,R_do3GHgU7pZ5NJC5,NA,NA,NA,NA,42.05979919,-87.68419647,test,NA,1,"Aliquam. Luctus facilisis ultricies morbi nullam suspendisse vitae quis accumsan orci. Vestibulum, aenean etiam.",2,1,123456,1,2,3,NA,NA,3,5,59,30,2,1,1,4,1,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,5,4,1,1,4,5,5,4,3,5,1,4,4,5,5,2,3,4,4,4,4,3,2,3,1,3,1,5,2,6,2,6,1,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,4,1,4,6,3,NA,NA,NA,NA,NA,NA,NA,NA,5,6,5,6,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2,woman,Democratic,Republican,Male,White,Female,Black,Matthew,Becker,Heaven,Banks,Representative,Representative,going to be 'dealt with',Details From Recent Townhall Meeting,Republican,Republican,Male,White,Male,Black,Connor,McGrath,Kareem,Jefferson,Representative,teacher,a 'lunatic',Recent Townhall Meeting Turns Uncivil,Republican,Democratic,Male,Black,Male,White,DaQuan,Mosley,Connor,Walsh,Representative,teacher,a 'cracker',Recent Townhall Meeting Turns Uncivil,Republican,Republican,Male,Black,Female,Black,D'Andre,Jefferson,Tyra,Jefferson,Representative,Representative,a 'moron',Recent Townhall Meeting Turns Uncivil,Democratic,Republican,Male,White,Male,White,Brett,Larsen,Dustin,McGrath,Representative,Representative,a 'bitch',Details From Recent Townhall Meeting,Republican,Republican,Female,White,Male,Black,Katelyn,Becker,D'Andre,Washington,nurse,plumber,an 'idiot',Details From Recent Townhall Meeting
10/1/2019 12:57,10/1/2019 12:57,2,NA,100,1,1,10/1/2019 12:57,R_6s2UJYKEC0firqZ,NA,NA,NA,NA,42.05979919,-87.68419647,test,NA,1,Eget per ipsum at egestas turpis maecenas facilisi in cursus vestibulum maecenas justo venenatis.,1,2,46,4,1,3,NA,NA,1,7,85,91,1,3,4,3,5,3,4,3,NA,NA,NA,NA,3,4,5,2,NA,NA,NA,NA,4,4,4,1,4,3,1,3,5,3,5,3,5,4,3,5,4,4,3,4,3,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,1,6,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,man,Republican,Republican,Female,White,Male,White,Amy,Decker,Steven,Decker,Representative,Representative,an 'asshole',Details From Recent Townhall Meeting,Democratic,Republican,Female,White,Male,Black,Jill,Nielsen,Denzel,Mosley,teacher,professional chef,a 'moron',Details From Recent Townhall Meeting,Republican,Republican,Male,White,Female,White,Steven,Walsh,Jill,Walsh,bus driver,Representative,an 'asshole',Details From Recent Townhall Meeting,Republican,Republican,Male,Black,Female,White,Rasheed,Jackson,Sarah,Larsen,software engineer,Representative,a 'bastard',Recent Townhall Meeting Turns Uncivil,Democratic,Democratic,Female,Black,Male,Black,Tamika,Banks,Tyrone,Mosley,pharmacist,accountant,a 'moron',Recent Townhall Meeting Turns Uncivil,Democratic,Democratic,Female,White,Female,Black,Hilary,Larsen,Latonya,Washington,Representative,Representative,going to get 'roughed up' by the crowd,Recent Townhall Meeting Turns Uncivil
10/1/2019 12:57,10/1/2019 12:57,2,NA,100,2,1,10/1/2019 12:57,R_e9VCHEkKUWkN6lL,NA,NA,NA,NA,42.05979919,-87.68419647,test,NA,2,Duis tempor lacus aliquet dolor. Neque leo per sit facilisi iaculis scelerisque? Molestie dictumst.,3,1,123467,2,1,2,NA,2,NA,4,59,82,NA,NA,NA,4,1,5,2,1,5,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,2,2,4,1,3,4,3,3,2,5,5,4,1,2,2,3,3,4,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,5,1,6,1,6,1,6,3,2,4,2,1,1,2,1,1,1,4,1,4,5,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,6,5,5,4,2,4,1,NA,Republican,Republican,Male,Black,Female,Black,Rasheed,Jackson,Keyana,Booker,nurse,Representative,going to get 'hurt by someone',Details From Recent Townhall Meeting,Republican,Democratic,Female,White,Female,White,Sarah,Becker,Hilary,Nielsen,Representative,architect,a 'bitch',Recent Townhall Meeting Turns Uncivil,Republican,Democratic,Female,Black,Male,White,Taniya,Booker,Scott,Larsen,Representative,architect,a 'prick',Recent Townhall Meeting Turns Uncivil,Republican,Democratic,Male,White,Male,White,Luke,Larsen,Neil,Walsh,Representative,architect,a 'lunatic',Details From Recent Townhall Meeting,Democratic,Democratic,Male,Black,Female,Black,Jamal,Banks,Tanisha,Mosley,judge,Representative,a 'cunt',Recent Townhall Meeting Turns Uncivil,Democratic,Republican,Female,Black,Female,White,Heaven,Mosley,Meredith,Meyer,Representative,Representative,a 'cunt',Recent Townhall Meeting Turns Uncivil
10/1/2019 12:57,10/1/2019 12:57,2,NA,100,1,1,10/1/2019 12:57,R_3Oh38w6AM3z4x2B,NA,NA,NA,NA,42.05979919,-87.68419647,test,NA,1,Rhoncus tincidunt pharetra. Luctus tortor et imperdiet ultrices natoque montes sem mattis.,2,2,367,4,3,1,2,NA,NA,7,70,2,2,2,3,1,2,1,4,3,NA,NA,NA,NA,3,2,3,1,NA,NA,NA,NA,1,2,3,3,3,1,2,4,4,4,2,1,3,2,5,1,3,3,4,4,1,1,3,3,4,4,2,6,1,4,4,3,1,1,4,6,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,6,4,6,4,5,1,1,woman,Democratic,Republican,Female,Black,Female,Black,Lakisha,Jackson,Latonya,Banks,Representative,Representative,a 'N word',Recent Townhall Meeting Turns Uncivil,Democratic,Republican,Female,Black,Male,Black,Taniya,Jackson,DaQuan,Banks,judge,bus driver,going to be 'dealt with',Recent Townhall Meeting Turns Uncivil,Republican,Republican,Female,White,Male,Black,Laurie,Becker,DaQuan,Washington,Representative,Representative,a 'shit head',Details From Recent Townhall Meeting,Democratic,Democratic,Female,White,Female,Black,Megan,Hartman,Janae,Jefferson,Representative,professional chef,a 'N word',Recent Townhall Meeting Turns Uncivil,Democratic,Democratic,Male,Black,Female,Black,DeShawn,Jefferson,Tyra,Mosley,Representative,bus driver,going to be 'dealt with',Details From Recent Townhall Meeting,Democratic,Republican,Female,White,Male,Black,Amy,Nielsen,Denzel,Mosley,plumber,pharmacist,an 'asshole',Recent Townhall Meeting Turns Uncivil
10/1/2019 12:57,10/1/2019 12:57,2,NA,100,2,1,10/1/2019 12:57,R_b1rtiJe02x5gvOd,NA,NA,NA,NA,42.05979919,-87.68419647,test,NA,1,Purus quam nullam donec sed sem malesuada! Accusamus sollicitudin platea at imperdiet.,2,1,267,2,1,2,NA,1,NA,1,58,53,3,2,4,4,5,1,1,3,4,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,4,3,5,1,3,4,3,2,1,2,2,5,4,4,5,1,5,4,2,6,1,1,1,1,4,2,1,2,5,2,2,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,woman,Republican,Democratic,Male,Black,Male,White,Tremayne,Jefferson,Hunter,Walsh,Representative,professional chef,a 'prick',Details From Recent Townhall Meeting,Republican,Democratic,Male,White,Male,White,Steven,Decker,Todd,McGrath,plumber,accountant,a 'lunatic',Details From Recent Townhall Meeting,Democratic,Democratic,Male,White,Male,Black,Jake,Hartman,Jamal,Banks,judge,Representative,a 'bitch',Details From Recent Townhall Meeting,Republican,Republican,Male,Black,Female,White,Tyrone,Mosley,Abigail,Meyer,Representative,plumber,a 'lunatic',Details From Recent Townhall Meeting,Democratic,Democratic,Male,Black,Male,Black,Terrell,Washington,Darius,Washington,Representative,bus driver,going to get 'roughed up' by the crowd,Details From Recent Townhall Meeting,Republican,Republican,Male,White,Female,Black,Logan,McGrath,Tionna,Jefferson,pharmacist,Representative,a 'cunt',Recent Townhall Meeting Turns Uncivil
10/1/2019 12:57,10/1/2019 12:57,2,NA,100,1,1,10/1/2019 12:57,R_29N2kH4u3ZeOp49,NA,NA,NA,NA,42.05979919,-87.68419647,test,NA,1,Elementum curabitur at gravida at ante laoreet mauris praesent nonummy massa.,3,2,34,5,6,2,NA,2,NA,5,2,100,NA,NA,NA,2,3,1,3,5,3,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,1,2,5,1,5,3,4,5,1,4,4,3,1,5,1,2,3,4,5,4,3,2,2,5,2,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,6,5,2,2,2,4,2,4,4,1,6,1,4,2,4,1,1,5,1,1,1,4,2,NA,Democratic,Republican,Female,White,Male,White,Susan,Nielsen,Luke,Decker,Representative,plumber,a 'cracker',Details From Recent Townhall Meeting,Democratic,Democratic,Male,White,Female,Black,Brett,Hartman,Keyana,Jefferson,Representative,Representative,a 'bastard',Details From Recent Townhall Meeting,Democratic,Democratic,Female,White,Male,White,Claire,Larsen,Connor,Decker,judge,nurse,an 'asshole',Details From Recent Townhall Meeting,Republican,Democratic,Male,White,Female,Black,Matthew,Becker,Latonya,Booker,Representative,professional chef,going to get punched,Recent Townhall Meeting Turns Uncivil,Democratic,Republican,Male,Black,Male,White,Jayvon,Booker,Hunter,McGrath,plumber,Representative,a 'moron',Details From Recent Townhall Meeting,Democratic,Republican,Male,Black,Female,White,Keyshawn,Jefferson,Meredith,Decker,Representative,Representative,a 'moron',Recent Townhall Meeting Turns Uncivil
10/1/2019 12:57,10/1/2019 12:57,2,NA,100,1,1,10/1/2019 12:57,R_8AEQMLHNpLgRxJP,NA,NA,NA,NA,42.05979919,-87.68419647,test,NA,1,Turpis at ultricies integer aliquet. Donec vehicula vehicula. Est. Vestibulum aenean velit dignissim? Arcu.,2,1,1234567,4,1,1,2,NA,NA,5,100,29,4,3,2,3,3,2,3,4,NA,NA,NA,NA,2,1,4,1,NA,NA,NA,NA,3,4,3,1,1,5,1,3,5,1,1,3,3,3,4,3,4,2,1,3,2,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1,2,6,1,4,3,4,2,2,4,4,6,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,woman,Republican,Republican,Female,White,Male,Black,Abigail,Nielsen,Denzel,Washington,Representative,accountant,a 'N word',Details From Recent Townhall Meeting,Democratic,Democratic,Male,Black,Female,Black,Latrell,Banks,Denisha,Washington,Representative,professional chef,a 'shit head',Details From Recent Townhall Meeting,Democratic,Republican,Female,Black,Female,Black,Lakisha,Mosley,Janae,Mosley,architect,Representative,going to be 'dealt with',Details From Recent Townhall Meeting,Democratic,Republican,Female,White,Male,White,Kristen,McGrath,Zachary,Walsh,Representative,pharmacist,an 'idiot',Details From Recent Townhall Meeting,Democratic,Democratic,Male,Black,Male,White,DeShawn,Jackson,Dustin,Walsh,bus driver,Representative,a 'shit head',Recent Townhall Meeting Turns Uncivil,Republican,Republican,Male,Black,Male,White,Terrell,Banks,Luke,Nielsen,pharmacist,Representative,a 'cracker',Details From Recent Townhall Meeting
10/1/2019 12:57,10/1/2019 12:57,2,NA,100,2,1,10/1/2019 12:57,R_cFR2UyI8RsrGJ8h,NA,NA,NA,NA,42.05979919,-87.68419647,test,NA,2,Natoque sodales? Scelerisque cras metus erat sed facilisi. Ridiculus nulla velit per vel massa.,3,2,2346,5,5,3,NA,NA,1,5,27,22,NA,NA,NA,1,5,3,4,5,NA,NA,NA,NA,3,3,5,2,NA,NA,NA,NA,4,2,4,3,1,1,4,1,4,3,5,4,4,4,1,2,5,4,2,5,5,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,2,4,6,2,3,6,6,2,2,2,6,4,1,4,4,5,2,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,Republican,Republican,Female,White,Male,White,Margaret,Decker,Dustin,Hartman,accountant,teacher,an 'idiot',Details From Recent Townhall Meeting,Republican,Republican,Female,White,Female,White,Margaret,Meyer,Laurie,Decker,accountant,Representative,a 'bastard',Details From Recent Townhall Meeting,Democratic,Republican,Male,White,Male,White,Jake,Becker,Luke,Larsen,accountant,Representative,going to get 'roughed up' by the crowd,Details From Recent Townhall Meeting,Republican,Democratic,Male,White,Male,Black,Todd,Hartman,Latrell,Booker,bus driver,Representative,a 'moron',Details From Recent Townhall Meeting,Democratic,Republican,Female,Black,Male,White,Tanisha,Banks,Seth,Larsen,Representative,judge,an 'idiot',Recent Townhall Meeting Turns Uncivil,Democratic,Democratic,Male,White,Female,White,Neil,Larsen,Laurie,Becker,software engineer,teacher,a 'lunatic',Details From Recent Townhall Meeting
